exp,phi_0,dV_ges,eps_0,h_dis_0,h_c_0,lambda,rho_c,rho_d,eta_c,etc_d,sigma,T,r_S_star,h_p_star,D_A,L_A
10mmol_30C,0.0003544279807638,708.8722381877025,0.5028645217248477,0.0259918796545008,0.1085523041852844,0.99583100845718,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003318811846912,729.450145631068,0.4995800242721552,0.0255670702111255,0.1118802785891106,0.99650838653533,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003175108936425,728.9659996763754,0.5031884887823483,0.0258048758316034,0.1101674572894916,0.996876204598525,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005186808817367,996.2166017799352,0.2991904240909241,0.0405196947450697,0.1022062718042605,0.99496530244438,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004900184861833,1000.7560826860844,0.3000354503635074,0.0355390581711938,0.108222651543549,0.993392476976,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005093737353384,998.6851726537216,0.2997178337437997,0.0315202605342574,0.1093128379982055,0.992142001258375,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003655074831256,1000.2010907766992,0.3000035668538947,0.0252023002055705,0.1144497341149158,0.99139601216769,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003012461728352,994.3540998381878,0.2986116990955512,0.0256607763157894,0.1151843022364615,0.991923645194745,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0002802418667512,999.5811504854372,0.2998579559405268,0.0239592034564106,0.114170377765945,0.992464171866495,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0002714503820347,999.859068446602,0.299809585875943,0.024672979184015,0.1145516059657955,0.992595089674155,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004971628151383,1014.2363153721684,0.3982040285881585,0.0405536884220354,0.1073737508201058,0.9919753631493,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004924659451124,979.4911583063648,0.3989621605485814,0.0379439237830687,0.1067385178835979,0.9909422986540868,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005396252499682,1003.9788281553398,0.3993308259447007,0.0391182002435065,0.1083517127843915,0.9912252204264408,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004202898989495,1002.2878906148868,0.401056010828608,0.0282232882667101,0.1163448450666232,0.9920975761974076,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003306042361861,1007.3848666666668,0.3996617000032158,0.0288352456543456,0.1183245885810023,0.993638410213695,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.000305844708763,991.9571202265372,0.4014376055471721,0.0274797738095238,0.1198883920171957,0.99448096859304,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0002912516086355,992.7799037216828,0.4007095594538025,0.0305623194444444,0.1143297069882894,0.994940267800725,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005680468401787,988.6950896440128,0.5007690617775737,0.0411679632804232,0.1038367025396825,0.994513908329425,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005812634337109,998.7623250809062,0.499775008345779,0.0410365143990929,0.1062823566269841,0.99417366774863,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0006216411869671,1003.32875,0.4996793923041856,0.0411564999999999,0.1102206753174603,0.99421630184575,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.000482121645553,1008.3330263754044,0.4993675423949399,0.0305017437516187,0.1160965684926647,0.99461357730984,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003683225079404,969.4065074433656,0.5009201595397442,0.0298110351063829,0.1224993172222222,0.99508887694568,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.000327323098417,1000.691120711974,0.4999205277452283,0.0201710814285714,0.1278209700330688,0.996096519734035,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003219624982878,1018.9281355987056,0.4993429704076915,0.0285820255888179,0.1167641581709956,0.996658042785945,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004834306224,1250.5945600323626,0.3000392409154744,0.0292791666666666,0.1147841181379268,0.993019573851985,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004787255592371,1245.6397171521037,0.2990306271401888,0.0258575780830753,0.1095813505597326,0.990807301677155,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004445526234459,1249.8621933656957,0.2998004258551016,0.0268970603333603,0.1085608115807724,0.989568966033485,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.000384424024929,1252.9574726537217,0.3003526557972085,0.027090680975465,0.1089284335991531,0.98940417053437,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003222864699948,1247.5149932847894,0.299820695059042,0.0265264449343341,0.1109028717323325,0.99013368929436,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0002936608272678,1250.663172815534,0.3001265769920134,0.0321508024290524,0.1152264992478355,0.991269329341255,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0002724061857744,1242.856379773463,0.2988344364942386,0.0315207193246147,0.1134964395921208,0.9917583693097,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005182263167637,1257.1900920711971,0.4010357642120423,0.0288519812969924,0.1091660276364607,0.9910374649671077,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005044938654299,1246.7277801240562,0.4000450852087745,0.0300984148717948,0.1096664809593225,0.9906893022837684,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005070089646738,1234.0728278317154,0.3988626409941756,0.0349960442087747,0.1092856952575665,0.99073717488976,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004298632094429,1231.823584142395,0.3996590119082572,0.035208625,0.1109491389880952,0.991279683230555,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003467231723018,1250.9434041262136,0.3999961822105571,0.0400585358215358,0.110695898125342,0.992518761344905,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003134673980784,1271.393663106796,0.4005607380883241,0.0303721108323494,0.1131224333358308,0.9937462313472664,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003000890915621,1191.6903708737866,0.3969740034155596,0.0300623444444444,0.112599368095238,0.99375427603166,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005656927681553,1251.6605000000002,0.5001495364582192,0.0321013858974358,0.115201219995983,0.991669149185765,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005663632896642,1249.0383046925565,0.5000937942674392,0.0337900037878787,0.1142986850869501,0.99043759598709,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0005578083763625,1261.5367893203886,0.4985199066550231,0.030070326909704,0.1163139771499021,0.99032521466296,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004991528946874,1258.8616605177997,0.4992736391650928,0.0322676275950925,0.1177353954119246,0.99133728360024,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0004113950228189,1267.5140689320388,0.4992066141233217,0.0276648874269005,0.1256207294378306,0.993122822910085,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
10mmol_30C,0.0003531612036054,1232.3853432038836,0.4995898547250542,0.0320114714181286,0.1118805032679496,0.995103185848025,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0068,0.2733,0.2,1.3
15mmol_20C,0.0004727031246662,750.3124889967636,0.3005551763941051,0.0299538278596065,0.098189598277417,0.987862585259855,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004685275287911,750.3170867313917,0.3003241083272266,0.0326120926757066,0.095314093414109,0.985608897527825,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004167923759716,754.3769857605178,0.301244531900514,0.0380663418559731,0.0983696052284888,0.985386590459505,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003230636703783,744.0948703883495,0.2990473947854036,0.0357769860642135,0.099846621048396,0.98586998604744,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002629359940359,747.9693325242719,0.3004730998110921,0.0280836503731874,0.1060361803397297,0.98826710998813,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002280499348397,758.9243321197412,0.301668804629686,0.0291916104208754,0.1072419681094123,0.99028785617769,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002093814177582,745.0419092233008,0.2994856625524135,0.0274881217252885,0.1045735463630351,0.991203727986655,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005017986649445,749.4538597087378,0.3996849850126962,0.0270758481481481,0.1004592843121692,0.99086395792507,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.000511927370753,739.3311493527508,0.398111109342074,0.0279411826839826,0.0993528466642617,0.990563252057975,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004355798959322,743.0640305825242,0.4011683288801164,0.036700076034706,0.1002144072986273,0.99013368867769,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003576839365424,751.0799542071197,0.3998100835400423,0.0324240584132723,0.1051384850087181,0.99038761735027,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002765241771126,745.8014682847898,0.3996309639553695,0.0282620470229541,0.1085105039178929,0.99163968993486,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002582850600394,745.0187996763756,0.3999061769262118,0.0289811393272097,0.1075683982616681,0.992563843005255,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002355186799597,743.4619475728155,0.398521042839716,0.0268179010295398,0.1082872005212255,0.99319614096473,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0006489548988013,753.8642080906145,0.4996208213761893,0.0249635404393225,0.0994297792008454,0.992166192605805,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0006118314080746,750.7174399676375,0.5003328097024019,0.0276730020653366,0.0984958639007928,0.992189719182975,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.00051377238691,749.4489111650486,0.5002445128437254,0.0391287369034322,0.1003963494328356,0.992159978422215,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004387654769262,759.1621495145631,0.4992590146513724,0.0346259962542877,0.1069996798082473,0.992356877453195,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003438998685302,748.5746056634306,0.5006819143529748,0.0304143007285528,0.1095819782373073,0.992930626604525,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003107713638878,749.4008474110033,0.5003538759409493,0.0294854803645291,0.1088881196354708,0.99442496694033,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003014631514891,751.3954723300972,0.4999201389506975,0.0285391207702396,0.108173760055919,0.99468350830451,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004784945075046,1001.0468726537216,0.3000453267093591,0.0359492086605496,0.1031415734424276,0.991231211735215,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005027604253344,999.4082097087376,0.299204275609286,0.0345534355220158,0.1018604644779841,0.989898764849505,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005174064657245,1011.3914309061488,0.3014944727859925,0.0343236866518759,0.1024613526618982,0.988913334822885,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003795193273913,993.057695145631,0.2993560265430994,0.0282444069294696,0.1079568410427826,0.98836410107907,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003246135432004,995.5759231391586,0.2988505890257376,0.0277352715044366,0.1090119369268489,0.98900830354456,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002922621169877,1003.1418169902914,0.3002954324108351,0.0278349683459988,0.1083356393351131,0.989642005044955,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002789120692837,995.938633171521,0.2995122486178372,0.028513479781034,0.1073227907095236,0.98969678353272,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004469064985456,1000.5643522653722,0.4011841357302457,0.0385199568600934,0.1005536764732398,0.9887512643885,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004509684236119,995.7202563106796,0.4001416689553718,0.0367625804303647,0.0996742576697547,0.985733699202425,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004991660613178,1002.972509223301,0.4007266991883721,0.0414385482271387,0.1000509229294983,0.98658754880947,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004368924530935,1003.9701362459548,0.3997497587491869,0.0311485384816041,0.1081595814519168,0.988472669224255,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003615764066425,1000.6977948220066,0.4007654882265358,0.0298587140525811,0.1092932132282505,0.990574355817995,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003401193593309,1003.9034503236248,0.4000966956206965,0.0292137352622967,0.1091382728754501,0.991478083236315,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003230245300741,1002.2792268608414,0.4004486375080002,0.0285918610323981,0.1083531547136947,0.991854748972335,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005625570694997,1010.2928566343044,0.4998655627603406,0.0335984910986041,0.1006267355059374,0.990840617273905,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005788698871527,1014.6055448220066,0.4995843853262768,0.0339461352893226,0.099812217625241,0.991311498469195,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0006378316002131,994.4936729773464,0.4980141193541495,0.033256760779553,0.1009067225537802,0.991329099464335,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005262948212044,1004.8031040453074,0.5000378005996254,0.0380360221412013,0.1019388649980778,0.99130283826405,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004585326254906,996.6704993527508,0.4997051726417608,0.0332031243941243,0.1062223933241295,0.99159978460249,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004093905651725,1000.7772514563108,0.4996476490331635,0.0285375811942686,0.1079235101575739,0.992275463446455,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004142618945353,1006.6231196440132,0.5007902148216578,0.0302788246753246,0.108647545979021,0.9925084982499848,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004861613916404,1250.1084517799354,0.2998894935474933,0.0348215998778998,0.1027406090513436,0.98356245994106,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004922327598192,1249.8086192556634,0.2999170718242711,0.0357704878746767,0.0999790831403157,0.982583055088675,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004896597499404,1248.3490736245956,0.299807559270108,0.0353744839839426,0.0985206375637393,0.98221806199075,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004132673799066,1251.8935572815535,0.3000824450508341,0.0310207143784416,0.1049973224979106,0.98212610662703,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.000354726467866,1248.264314886732,0.2996499992122886,0.0301692980910971,0.1066450163190854,0.982496462903945,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003086251635954,1250.009063430421,0.3000168475469145,0.0297017215614845,0.1075684968436006,0.98361751808867,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0002908676685179,1253.2809543689325,0.3005038714825323,0.0312898238961202,0.1054467723036223,0.98433838373522,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005314119189693,1257.929748867314,0.4009645878285451,0.0369269926318938,0.1003740309674122,0.98425696972848,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004913045774142,1240.1291106796116,0.397832795520592,0.0347224666666666,0.1008670666666666,0.9844262925104,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
