exp,phi_0,dV_ges,eps_0,h_dis_0,h_c_0,lambda,rho_c,rho_d,eta_c,etc_d,sigma,T,r_S_star,h_p_star,D_A,L_A
15mmol_20C,0.0004968213426803,1252.8845663430425,0.3995782678485069,0.0330492,0.1019347999999999,0.984547887501,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004643312100543,1255.424561003236,0.3998944338746381,0.0316027064275762,0.1047591530838143,0.984899143041335,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004090284703598,1259.034652265372,0.4012671901713452,0.0319788091892955,0.1072793023460798,0.98588495016166,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003744408155414,1252.694192394822,0.4004370686574955,0.03079,0.1086201616372053,0.9884041516372252,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003382586072831,1243.46817605178,0.3996097225022481,0.0320777077922077,0.1095804188065175,0.989717303535305,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005593307682098,1247.756612944984,0.4997730873636098,0.0319875208333333,0.0962502860107485,0.9864067450196576,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005614965321859,1255.3617542071197,0.4996923396201123,0.0347212242063492,0.093758707666228,0.983046684861435,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005685287870148,1247.2716987055014,0.4999991220334129,0.0380799761904761,0.0934667020232082,0.98324508825888,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0005599306929753,1251.188593527508,0.5000010548454893,0.033559244582732,0.0955300580759165,0.9842653462654252,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004946343925034,1225.59215987055,0.5023587119726112,0.0286257142857142,0.1047159464285714,0.98562894392785,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0004639317749098,1249.590179611651,0.4996095957245773,0.0275845494674185,0.1054020133928571,0.9882398106239,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_20C,0.0003341345369813,368.572605987055,0.5869402383408588,0.0250762722660276,0.1024272527984589,0.98996502326599,1002.7,832.5,0.00102,0.008737,0.00822,20,0.0101,0.241,0.2,1.3
15mmol_30C,0.0004270913623207,751.7522530744338,0.3005957847773192,0.0188758322981366,0.1027729614561364,0.991713759093565,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004314907818359,749.9286954692556,0.3007988178038581,0.0203971602772227,0.1033968868893606,0.991996027452665,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003909797531635,750.8672362459547,0.3009274998581045,0.032527309716762,0.1008841132921331,0.991993862940965,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003391830958664,744.8778032362461,0.2981946384828475,0.0262363928765678,0.1039474347040922,0.992419659392555,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002962750189018,745.5112461165046,0.2999664956399676,0.0226318519434269,0.1051095014443427,0.99309731898056,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002760362872038,749.8052391585759,0.2992244458395524,0.0218530495544455,0.1058325717728105,0.99343774733737,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002647629081632,744.8717234627832,0.2993122947585626,0.0220810808344676,0.1042543827310652,0.993498265789495,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004632073835367,747.1977859223301,0.3990641769533428,0.0266067988090192,0.10065338374667,0.99357271420025,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004549875955082,755.1565283171523,0.399257353462719,0.0284051002376708,0.0988518665229677,0.993596995889835,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004362920384451,745.2405593851133,0.398908343469942,0.0363960969462481,0.1007354363870851,0.993720861459375,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003986670952618,745.2404618122978,0.3989133977622545,0.0281737643069893,0.1073194496049321,0.994095268949855,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003365582539961,754.2456339805826,0.4010658918606515,0.0273002641090391,0.1044479371386483,0.9947501453563752,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003097268232073,757.4745813915857,0.3999771990613118,0.0243060245614035,0.1000643991269841,0.994988831796565,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002986020769219,748.0022233009709,0.3991704619678877,0.0240349259700176,0.0997610533695349,0.995035606216065,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005855692261787,747.4017407766991,0.5013285851265992,0.0357600993589743,0.0920894536404336,0.99474722819894,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005408515577964,748.8905590614886,0.5013709782323609,0.0400509422466422,0.0927836328344803,0.99499758203553,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005252629562474,748.3448713592235,0.4994546043042226,0.0464775185344978,0.0936272636477901,0.99508973226697,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004627635525306,745.8762555016181,0.5006161939249868,0.0438557420664131,0.0935540203345874,0.995112692432745,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003652349897906,748.8571344660196,0.5002788813694293,0.0274261269841269,0.1015487455205811,0.995864896015355,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003272770673782,750.0605118122977,0.499916718946949,0.0252662042493901,0.1103543878487563,0.996536433611935,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003148752893119,750.4453315533981,0.5000305646279545,0.0248891844237171,0.1097274088385206,0.996817942233595,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005331434230739,994.1230711974112,0.2984869428425758,0.0361461571066829,0.1029553488216413,0.99474271109119,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.00051531043477,1000.6404372168286,0.2998501876563298,0.0374390836104553,0.1023159147399863,0.993319440739545,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004779534692433,1001.2921626213592,0.3000605466057129,0.0316185613347146,0.1057854758793058,0.99232384274963,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003614598459393,1000.3723600323624,0.2999675917530241,0.0241922929824561,0.1097055496246129,0.9915894322548652,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002961497346502,995.3970828478964,0.2992716962627139,0.0260106752645502,0.1090826562970957,0.99186585735738,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002653916303315,1002.9616088996764,0.3008785293630532,0.0243063095940382,0.1091134913646526,0.99228384430009,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002543479356237,908.353741262136,0.277187066873897,0.023473472708251,0.1039709416429371,0.99263151482938,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005510054903995,1006.7661578478966,0.4012057525033918,0.0377120637838137,0.104700250545658,0.992364597544925,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.00056732097963,1006.7843572815532,0.4016029513627892,0.041222266893424,0.1052065426695526,0.99234115637655,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005320174061118,999.2980436084142,0.4002264386297282,0.0341292826489221,0.1106099669434406,0.992338949006285,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004226850054086,997.237471952535,0.3998173422879423,0.0254618501695946,0.1134270054922764,0.992562900116825,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003251528546192,995.6894686084144,0.3990274061015521,0.0299379523809523,0.1115440489993098,0.99391332570805,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003003335845115,997.1635637540452,0.3997913320360144,0.0251110344237547,0.1113642074401462,0.994454616125595,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002868252443747,999.3226440129451,0.3998352141444431,0.0244404459182021,0.1108266516246747,0.994930574364995,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0006596217326301,1000.12985776699,0.4996521171368232,0.0389393301669484,0.1037552230766918,0.99410157655895,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0006429602372548,1008.9897056634304,0.499187525574515,0.0372888684782608,0.1064073224338624,0.99444200429909,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0006366580478799,670.8158676375405,0.5333258198474916,0.0368550767094017,0.1040403275990295,0.99443372303766,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0006373838776658,991.4772422330096,0.4997412314129041,0.0392447381881586,0.1059754605176767,0.994290842757005,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0006194485205768,1005.284653883495,0.5002627744805999,0.0340164987389924,0.1099776605704018,0.993973188023295,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.000498601592079,998.5434244336572,0.5002797194049534,0.0239329392997199,0.1142229440336134,0.994195786776525,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003690423438081,1003.3360080906148,0.5003057750682359,0.026483,0.1165109788524368,0.99498788983314,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003219021977675,1000.3039485436892,0.5001341498923121,0.0292928080128205,0.1152132198664834,0.995504419716845,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003091864797218,1000.499367961165,0.4997515816588579,0.0249392335164834,0.1143098111880086,0.996219728550025,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004851289926018,1250.05600210356,0.3000798596244441,0.0290197958636135,0.1138109901755488,0.992733824390735,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004742880582067,1250.0886849514568,0.3000128179184423,0.031406065577342,0.1130811724947522,0.99108815015358,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004583288658239,1249.4826964401295,0.299832003475277,0.0274703169642857,0.1134576609159704,0.98981660128038,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003958082835891,1250.036403721683,0.2999958697062537,0.0259096834939699,0.1154897179735194,0.9900563184844752,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003378075310649,1250.049678640777,0.2998445454299479,0.0267343905860699,0.1145658625706068,0.990812667322825,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002949965720258,1250.1007276699029,0.2999949740793743,0.0260319899999999,0.1134848380587856,0.991483638199675,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0002773842504635,1250.2227907766994,0.2999658060988566,0.0254720348595892,0.110792153443572,0.991875739185795,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005136684980365,1259.879786084142,0.4018129288793514,0.0289768544006544,0.1082002689153738,0.991254269643185,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005311503398009,1258.650271682848,0.4007580261027036,0.0301655364367255,0.1080541693541912,0.990585272727005,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005089706206389,1251.0658063106794,0.3998010881227121,0.0281914629252585,0.109044107779032,0.990818874723045,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004350913113017,1249.437582524272,0.3997908999311285,0.0269279006028049,0.1119625842896393,0.991587830762875,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003616981797417,1246.2473626213591,0.3998927971124799,0.0295476152008817,0.1155462479511409,0.992665023135505,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003317506185103,1254.3433485436892,0.3997596474926899,0.0285810510456549,0.1161019961546786,0.99376472118812,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003089071985156,1245.592316828479,0.3997548546618019,0.0222028,0.1164570772354062,0.99449141621618,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005492215304736,1261.5673794498384,0.4998004822579021,0.030615774364926,0.105765604616379,0.99262869294746,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005531629941571,1246.38316407767,0.5003289743172217,0.0311537707196031,0.1056086672986436,0.990617744102525,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005535721672974,1251.0622296116503,0.4999586394525829,0.0299112264870883,0.1078658484979467,0.991520346714765,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0005145991416185,1273.9675666666665,0.4992488974265485,0.0277262240428205,0.1108976391608902,0.99253993995105,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0004247074460177,1251.429513592233,0.4998937103807532,0.0283822448555717,0.1164053124401442,0.994016111338645,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.0003688468886881,1212.9344453074436,0.4976927662097752,0.0221752717948718,0.1154195684773328,0.99505292508468,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
15mmol_30C,0.000330559612318,904.3523669902912,0.5937490230931182,0.031967387710084,0.1234600117664035,0.996064802545925,1000.0,825.4,0.00082,0.00604,0.00817,30,0.0085,0.2211,0.2,1.3
ye,0.00018,160.0,0.2,0.04,0.1,0.995721925,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,160.0,0.2,0.04,0.1,0.995721925,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,160.0,0.2,0.04,0.1,0.995721925,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,160.0,0.2,0.04,0.1,0.996256684,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,160.0,0.2,0.04,0.1,0.996256684,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,200.0,0.2,0.04,0.1,0.950802139,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,200.0,0.2,0.04,0.1,0.989304813,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,200.0,0.2,0.04,0.1,0.993582888,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,200.0,0.2,0.04,0.1,0.995187166,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,200.0,0.2,0.04,0.1,0.997326203,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,200.0,0.1,0.04,0.1,0.962433862,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,240.0,0.2,0.04,0.1,0.74973262,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,240.0,0.2,0.04,0.1,0.974331551,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,240.0,0.2,0.04,0.1,0.986096257,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,240.0,0.2,0.04,0.1,0.99144385,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,240.0,0.2,0.04,0.1,0.995187166,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,240.0,0.05,0.04,0.1,0.93015873,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,240.0,0.05,0.04,0.1,0.94973545,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,240.0,0.05,0.04,0.1,0.975661376,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,240.0,0.05,0.04,0.1,0.987830688,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,240.0,0.05,0.04,0.1,0.995238095,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,240.0,0.1,0.04,0.1,0.927513228,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,280.0,0.2,0.04,0.1,0.64973262,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,280.0,0.2,0.04,0.1,0.91657754,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,280.0,0.2,0.04,0.1,0.977540107,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,280.0,0.2,0.04,0.1,0.987165775,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,280.0,0.2,0.04,0.1,0.992513369,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,280.0,0.05,0.04,0.1,0.894708995,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0002,280.0,0.05,0.04,0.1,0.912169312,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00025,280.0,0.05,0.04,0.1,0.961375661,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.0003,280.0,0.05,0.04,0.1,0.981481481,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00035,280.0,0.05,0.04,0.1,0.98994709,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
ye,0.00018,280.0,0.1,0.04,0.1,0.898941799,998.29,819.72,0.00102,0.00973,0.036,20,0.00975,0.2495,0.15,0.56
